player_name,team_abbreviation,age,player_height,player_weight,draft_year,gp,pts,reb,ast,usg_pct,ts_pct,ast_pct,season
Davon Reed,LAL,28,195.58,93.439952,2017,43,2.1,1.4,0.5,0.142,0.47100000000000003,0.099,2022-23
Donovan Williams,ATL,21,198.12,86.18248,Undrafted,2,2,1,0,0.385,0.4,0,2022-23
Chris Silva,DAL,26,203.2,106.140528,Undrafted,1,2,0,0,0.25,1,0,2022-23
Stanley Umude,DET,24,198.12,95.25432,Undrafted,1,2,0,0,0.5,0.532,0,2022-23
Vince Williams Jr.,MEM,22,193.04,92.98635999999999,2022,15,2,1,0.3,0.17600000000000002,0.36700000000000005,0.062,2022-23
Garrett Temple,NOP,37,198.12,88.45044,Undrafted,25,2,0.7,0.5,0.12300000000000001,0.535,0.11699999999999999,2022-23
Ryan Rollins,GSW,20,190.5,81.64656,2022,12,1.9,1,0.5,0.26,0.508,0.214,2022-23
Trevor Hudgins,HOU,24,182.88,81.64656,Undrafted,5,1.8,0,0.6,0.177,0.436,0.17600000000000002,2022-23
Xavier Moon,LAC,28,182.88,74.84268,Undrafted,4,1.8,0.8,1.3,0.233,0.389,0.455,2022-23
Greg Brown III,POR,21,200.66,93.439952,2021,16,1.8,1.2,0.2,0.17,0.42100000000000004,0.055,2022-23
Alize Johnson,SAS,27,203.2,96.16150400000001,2018,4,1.8,2.5,0.3,0.145,0.509,0.042,2022-23
Dylan Windler,CLE,26,200.66,88.904032,2019,3,1.7,0,0.3,0.182,0.833,0.2,2022-23
Alex Len,SAC,30,218.44,113.398,2013,26,1.7,2.3,0.5,0.132,0.58,0.099,2022-23
JD Davison,BOS,20,185.42,88.45044,2022,12,1.6,0.8,0.9,0.157,0.478,0.23399999999999999,2022-23
Tony Bradley,CHI,25,210.82,112.490816,2017,12,1.6,0.9,0.1,0.174,0.69,0.042,2022-23
Buddy Boeheim,DET,23,198.12,92.98635999999999,Undrafted,10,1.6,0.6,0.4,0.131,0.287,0.059000000000000004,2022-23
Mfiondu Kabengele,BOS,25,208.28,113.398,2019,4,1.5,2.5,0,0.107,0.381,0,2022-23
Kendall Brown,IND,20,200.66,92.98635999999999,2022,6,1.5,1,0.5,0.093,0.5710000000000001,0.091,2022-23
Keon Ellis,SAC,23,190.5,79.3786,Undrafted,16,1.5,0.5,0.4,0.124,0.629,0.136,2022-23
Matthew Dellavedova,SAC,32,190.5,90.7184,Undrafted,32,1.5,0.4,1.3,0.122,0.44299999999999995,0.27899999999999997,2022-23
Isaiah Todd,WAS,21,205.74,99.336648,2021,6,1.5,2,0.7,0.14300000000000002,0.226,0.087,2022-23
Jordan Schakel,WAS,25,198.12,90.7184,Undrafted,2,1.5,0,0.5,0.154,0.75,0.16699999999999998,2022-23
Thanasis Antetokounmpo,MIL,30,200.66,99.336648,2014,37,1.4,1.2,0.4,0.138,0.45799999999999996,0.115,2022-23
Wendell Moore Jr.,MIN,21,195.58,97.52228000000001,2022,29,1.4,0.6,0.6,0.139,0.465,0.162,2022-23
PJ Dozier,SAC,26,198.12,92.98635999999999,Undrafted,16,1.4,0.9,0.6,0.203,0.33299999999999996,0.196,2022-23
Tyrese Martin,ATL,24,198.12,97.52228000000001,2022,16,1.3,0.8,0.1,0.16399999999999998,0.44,0.044000000000000004,2022-23
Facundo Campazzo,DAL,32,177.8,88.45044,Undrafted,8,1.3,0.3,1.1,0.14400000000000002,0.36,0.3,2022-23
Braxton Key,DET,26,203.2,102.0582,Undrafted,3,1.3,0.3,0,0.091,1.064,0,2022-23
Cole Swider,LAL,24,205.74,99.79024,Undrafted,7,1.3,1,0.6,0.089,0.5,0.105,2022-23
Ryan Arcidiacono,POR,29,190.5,88.45044,Undrafted,20,1.3,0.8,1.2,0.106,0.35100000000000003,0.195,2022-23
KZ Okpala,SAC,24,203.2,97.52228000000001,2019,35,1.3,1,0.4,0.081,0.5539999999999999,0.065,2022-23
Vit Krejci,ATL,23,203.2,88.45044,2020,29,1.2,0.9,0.6,0.10800000000000001,0.475,0.13699999999999998,2022-23
Jack White,DEN,25,200.66,102.0582,Undrafted,17,1.2,1,0.2,0.133,0.517,0.093,2022-23
Noah Vonleh,BOS,27,208.28,116.573144,2014,23,1.1,2.1,0.3,0.09,0.502,0.051,2022-23
Kobi Simmons,CHA,25,195.58,81.64656,Undrafted,5,1,0.8,1,0.11900000000000001,0.363,0.313,2022-23
Malcolm Hill,CHI,27,198.12,99.79024,Undrafted,5,1,0.6,0,0.16699999999999998,0.625,0,2022-23
Trevor Keels,NYK,19,193.04,100.243832,2022,3,1,0.7,0,0.21100000000000002,0.375,0,2022-23
Chima Moneke,SAC,27,195.58,101.151016,Undrafted,2,1,1,0.5,0.25,0.34700000000000003,0.25,2022-23
Joe Wieskamp,TOR,23,198.12,92.98635999999999,2021,9,1,0.4,0.3,0.115,0.321,0.083,2022-23
Justin Jackson,BOS,28,203.2,99.79024,2017,23,0.9,0.7,0.4,0.122,0.359,0.145,2022-23
Marko Simonovic,CHI,23,213.36,99.79024,2020,7,0.9,0.3,0,0.145,0.381,0,2022-23
Dereon Seabron,NOP,23,195.58,81.64656,Undrafted,5,0.8,0.2,0,0.156,0.4,0,2022-23
Vernon Carey Jr.,UTA,22,208.28,122.46983999999999,2020,11,0.5,1,0.3,0.147,0.33799999999999997,0.214,2022-23
Devon Dotson,WAS,23,185.42,83.91452,Undrafted,6,0.5,1.7,1.3,0.102,0.15,0.21100000000000002,2022-23
Leandro Bolmaro,UTA,22,198.12,90.7184,2020,14,0.4,0.5,0.5,0.155,0.15,0.121,2022-23
Alondes Williams,BKN,24,193.04,95.25432,Undrafted,1,0,1,0,0.14300000000000002,0,0,2022-23
Sterling Brown,LAL,28,195.58,99.336648,2017,4,0,2,0.5,0.061,0,0.077,2022-23
Michael Foster Jr.,PHI,20,203.2,113.398,Undrafted,1,0,0,0,0,0,0,2022-23
Deonte Burton,SAC,29,193.04,108.86208,Undrafted,2,0,0,0,0.133,0,0,2022-23
Frank Jackson,UTA,25,190.5,92.98635999999999,2017,1,0,2,1,0.25,0,0.25,2022-23
